student_id,register_number,student_name,email,phone,gender,department,course,year,semester,section,academic_year,previous_gpa,previous_percentage,internal_marks,assignment_score,quiz_score,midterm_score,final_exam_score,classes_held,classes_attended,attendance_percentage,study_hours_per_day,assignment_completion_rate,online_learning_hours,library_usage,participation_score,final_score,grade,pass_fail,risk_level
571,CSE20240571,Ridhi Dua,ridhi.dua51@college.edu,+91-8913907148,Female,Computer Science Engineering,B.E. Computer Science Engineering,3,5,A,2024-2025,5.05,48.94,20.67,10.08,4.63,24.89,24.02,84,33,39.29,3.33,51.01,1.6,2,49.29,40.34,C,Pass,Medium
572,EEE20250572,Vritti Bhavsar,vritti.bhavsar19@college.edu,+91-7567747634,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,1,B,2025-2026,5.93,59.95,26.99,15.19,16.81,28.2,55.56,70,39,55.71,5.01,48.8,1.3,0,72.08,68.0,B+,Pass,High
573,EEE20240573,Chakradev Chada,chakradev.chada56@college.edu,+91-9997331061,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,2,B,2024-2025,9.54,98.32,40.0,21.86,18.67,35.57,75.0,64,62,96.88,6.18,98.24,1.42,4,73.27,90.86,O,Pass,Low
574,ECE20240574,Charita Sankaran,charita.sankaran95@college.edu,+91-9251627092,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,2,4,B,2024-2025,5.93,62.19,27.31,19.83,17.48,25.04,46.24,67,44,65.67,4.62,62.14,3.15,1,73.47,64.43,B+,Pass,Medium
575,IT20240575,Chanakya Pradhan,chanakya.pradhan53@college.edu,+91-8819093035,Male,Information Technology,B.E. Information Technology,4,8,C,2024-2025,7.16,70.67,31.91,20.46,12.57,23.36,55.95,71,48,67.61,6.39,66.09,3.85,2,67.85,68.21,B+,Pass,Low
576,IT20240576,Eiravati Bhasin,eiravati.bhasin79@college.edu,+91-8899277934,Female,Information Technology,B.E. Information Technology,3,5,B,2024-2025,7.43,73.01,30.24,22.6,20.0,43.34,60.54,79,57,72.15,7.3,80.58,2.94,1,78.49,84.08,A+,Pass,Low
577,AIDS20250577,Nitesh Das,nitesh.das94@college.edu,+91-7368570209,Male,AI & Data Science,B.Tech. AI & Data Science,2,3,C,2025-2026,4.99,48.18,14.84,10.89,13.69,15.74,25.0,63,19,30.16,4.24,37.9,0.59,2,55.8,38.15,F,Fail,High
578,CSE20250578,Tripti Pandya,tripti.pandya15@college.edu,+91-8310472034,Female,Computer Science Engineering,B.E. Computer Science Engineering,2,4,A,2025-2026,6.23,56.12,27.08,15.1,14.17,38.72,49.94,74,57,77.03,4.75,79.34,3.47,2,66.19,69.33,B+,Pass,Low
579,IT20250579,Siddharth Behl,siddharth.behl80@college.edu,+91-7607082537,Male,Information Technology,B.E. Information Technology,2,3,A,2025-2026,3.82,42.75,9.39,2.0,3.93,17.74,33.15,82,25,30.49,0.5,24.17,1.08,2,30.23,31.8,F,Fail,High
580,AIDS20240580,Maanas Muni,maanas.muni26@college.edu,+91-9991559353,Male,AI & Data Science,B.Tech. AI & Data Science,4,7,B,2024-2025,6.39,64.49,35.26,22.9,13.07,31.47,44.19,79,46,58.23,4.45,70.82,4.55,2,56.5,69.68,B+,Pass,Medium
581,ECE20250581,Qushi Chawla,qushi.chawla85@college.edu,+91-8547129428,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,1,1,B,2025-2026,8.08,80.04,29.76,17.22,14.65,35.3,59.75,87,62,71.26,5.35,66.07,2.34,1,60.21,74.62,A,Pass,Low
582,IT20240582,Yashica Kala,yashica.kala63@college.edu,+91-9564552498,Female,Information Technology,B.E. Information Technology,4,7,B,2024-2025,6.07,62.48,22.65,11.75,14.43,26.45,38.25,77,48,62.34,3.92,45.81,2.1,0,42.6,54.31,B,Pass,Medium
583,CSE20240583,Garima Subramaniam,garima.subramaniam40@college.edu,+91-8432670675,Female,Computer Science Engineering,B.E. Computer Science Engineering,4,7,A,2024-2025,5.75,58.65,23.34,13.79,9.66,19.35,49.94,75,27,36.0,4.71,64.18,1.16,1,68.48,55.0,B,Pass,Medium
584,CSE20250584,Isaac Chokshi,isaac.chokshi39@college.edu,+91-8014491722,Male,Computer Science Engineering,B.E. Computer Science Engineering,1,2,C,2025-2026,6.58,60.19,22.74,14.03,9.2,30.06,49.22,76,42,55.26,4.57,58.13,1.87,2,83.28,59.58,B,Pass,Medium
585,AIDS20250585,Parth Pillai,parth.pillai44@college.edu,+91-8687263275,Male,AI & Data Science,B.Tech. AI & Data Science,3,6,A,2025-2026,9.53,95.32,34.01,25.0,15.22,43.95,70.8,81,70,86.42,8.85,100.0,2.41,1,76.81,89.62,A+,Pass,Low
586,ME20240586,Deepa Mallick,deepa.mallick55@college.edu,+91-8341673745,Female,Mechanical Engineering,B.E. Mechanical Engineering,4,7,B,2024-2025,8.68,85.85,27.84,19.43,17.74,32.72,68.79,89,77,86.52,6.35,77.35,2.92,3,81.01,79.02,A,Pass,Low
587,ECE20240587,Jeevika Sanghvi,jeevika.sanghvi88@college.edu,+91-7868915819,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,2,3,C,2024-2025,9.26,91.09,38.25,24.41,17.57,36.44,58.2,87,86,98.85,6.02,83.32,2.33,1,92.23,83.06,A+,Pass,Low
588,ME20240588,Agastya Loke,agastya.loke72@college.edu,+91-9289052391,Male,Mechanical Engineering,B.E. Mechanical Engineering,2,4,A,2024-2025,7.29,71.5,28.09,20.26,16.61,39.2,54.26,90,78,86.67,5.28,76.86,2.5,3,57.97,75.37,A,Pass,Low
589,CSE20240589,Amrita Gole,amrita.gole53@college.edu,+91-8766312876,Female,Computer Science Engineering,B.E. Computer Science Engineering,3,5,C,2024-2025,4.84,49.25,22.06,12.72,7.68,30.1,27.67,69,27,39.13,2.86,54.18,1.93,1,41.59,47.92,C,Pass,High
590,CE20240590,Laban More,laban.more4@college.edu,+91-9628440956,Male,Civil Engineering,B.E. Civil Engineering,3,5,A,2024-2025,5.74,52.73,28.76,14.65,12.78,28.77,35.05,79,50,63.29,4.56,54.16,1.31,2,45.01,57.37,B,Pass,Medium
591,EEE20240591,Omkaar Panchal,omkaar.panchal89@college.edu,+91-9046990957,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,3,A,2024-2025,7.7,73.05,30.89,21.67,14.12,37.06,54.18,64,55,85.94,3.21,73.37,2.4,3,64.17,74.99,A,Pass,Low
592,EEE20250592,Aarush Golla,aarush.golla18@college.edu,+91-7703457120,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,8,A,2025-2026,5.79,55.53,18.08,9.81,7.63,23.21,36.83,66,36,54.55,2.42,36.97,1.65,1,59.69,45.57,C,Pass,High
593,ECE20240593,Eshana Rattan,eshana.rattan26@college.edu,+91-7878587567,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,1,2,B,2024-2025,6.74,63.7,25.2,15.78,9.35,33.98,39.95,62,45,72.58,3.85,45.15,1.91,1,53.95,59.22,B,Pass,Medium
594,ECE20240594,Bakhshi Dhar,bakhshi.dhar6@college.edu,+91-9611039285,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,4,8,B,2024-2025,6.45,61.97,23.69,17.79,13.73,36.19,52.05,83,56,67.47,7.15,66.38,2.72,4,65.54,68.21,B+,Pass,Medium
595,ME20240595,Alexander Chand,alexander.chand58@college.edu,+91-8962372361,Male,Mechanical Engineering,B.E. Mechanical Engineering,3,6,C,2024-2025,7.63,72.63,25.96,24.1,15.2,35.57,45.32,86,74,86.05,5.81,71.17,4.23,4,52.68,69.15,B+,Pass,Low
596,CSE20250596,Hritik Puri,hritik.puri81@college.edu,+91-7211722336,Male,Computer Science Engineering,B.E. Computer Science Engineering,4,7,C,2025-2026,7.91,79.87,26.36,17.06,13.78,45.65,61.04,66,54,81.82,6.31,64.5,2.43,2,64.48,78.2,A,Pass,Low
597,ECE20240597,Shaurya Setty,shaurya.setty79@college.edu,+91-7234276135,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,3,6,B,2024-2025,7.94,75.66,32.77,24.65,19.72,44.76,73.68,82,82,100.0,7.35,95.22,3.21,3,89.24,92.87,O,Pass,Low
598,CSE20240598,Onkar Dugar,onkar.dugar75@college.edu,+91-9989787464,Male,Computer Science Engineering,B.E. Computer Science Engineering,4,8,A,2024-2025,5.77,52.57,28.05,13.99,10.19,35.78,42.0,77,51,66.23,4.34,56.15,2.3,1,71.14,62.21,B+,Pass,Medium
599,ECE20240599,Qasim Muni,qasim.muni92@college.edu,+91-7867291356,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,3,6,A,2024-2025,5.93,53.58,18.33,15.43,13.08,41.75,57.61,88,66,75.0,6.71,72.61,1.99,2,32.44,69.64,B+,Pass,Low
600,IT20240600,Nicholas Chad,nicholas.chad91@college.edu,+91-8930151511,Male,Information Technology,B.E. Information Technology,3,5,C,2024-2025,7.86,75.93,31.06,15.1,12.17,39.97,51.4,80,58,72.5,6.09,72.74,1.8,2,74.53,71.63,A,Pass,Low
601,EEE20250601,Atharv Dugal,atharv.dugal22@college.edu,+91-8439643578,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,7,B,2025-2026,7.63,74.13,36.08,15.63,11.5,25.31,49.75,78,59,75.64,6.16,73.15,3.78,4,58.71,65.92,B+,Pass,Low
602,CE20240602,Gaurangi Bawa,gaurangi.bawa7@college.edu,+91-8802089646,Female,Civil Engineering,B.E. Civil Engineering,2,3,A,2024-2025,7.19,70.76,17.99,18.52,15.67,17.71,39.19,69,34,49.28,3.54,71.24,2.38,2,64.08,51.38,B,Pass,Medium
603,CE20240603,Banjeet Magar,banjeet.magar17@college.edu,+91-7871241447,Male,Civil Engineering,B.E. Civil Engineering,4,8,C,2024-2025,6.19,62.24,31.98,20.19,10.03,31.82,58.18,60,38,63.33,6.49,61.52,1.97,3,77.01,72.15,A,Pass,Medium
604,IT20250604,Timothy Samra,timothy.samra1@college.edu,+91-9611271078,Male,Information Technology,B.E. Information Technology,1,2,B,2025-2026,5.67,61.35,26.03,11.75,13.09,38.14,57.22,88,67,76.14,4.77,68.05,3.53,2,62.19,70.03,A,Pass,Low
605,CSE20250605,Xavier Sathe,xavier.sathe77@college.edu,+91-7028230917,Male,Computer Science Engineering,B.E. Computer Science Engineering,4,8,B,2025-2026,7.72,76.27,29.82,21.04,17.82,41.41,62.86,67,67,100.0,6.08,76.77,2.76,4,77.22,82.27,A+,Pass,Low
606,IT20240606,Sarthak Mahajan,sarthak.mahajan45@college.edu,+91-7157715720,Male,Information Technology,B.E. Information Technology,2,3,A,2024-2025,7.9,75.66,31.59,21.77,20.0,29.11,54.87,64,50,78.12,3.93,83.97,1.82,4,77.63,74.66,A,Pass,Low
607,ME20240607,Hritik Vala,hritik.vala23@college.edu,+91-7692929517,Male,Mechanical Engineering,B.E. Mechanical Engineering,3,6,A,2024-2025,5.81,54.76,29.14,14.15,19.22,26.1,52.86,81,57,70.37,6.06,61.31,1.95,2,49.87,67.56,B+,Pass,Medium
608,ME20250608,Deepa Pai,deepa.pai12@college.edu,+91-8285460026,Female,Mechanical Engineering,B.E. Mechanical Engineering,2,4,C,2025-2026,8.46,86.95,39.56,22.72,17.4,37.78,54.59,70,61,87.14,5.43,67.44,2.62,2,85.99,81.93,A+,Pass,Low
609,ECE20240609,Tanveer Choudhry,tanveer.choudhry18@college.edu,+91-7524085789,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,1,2,C,2024-2025,6.29,60.87,21.06,20.44,9.68,30.07,42.36,82,43,52.44,5.04,54.35,2.12,4,70.58,58.35,B,Pass,Medium
610,IT20240610,Meghana Sur,meghana.sur14@college.edu,+91-9454002884,Female,Information Technology,B.E. Information Technology,4,7,C,2024-2025,8.11,88.61,18.35,18.74,11.02,37.65,44.81,83,69,83.13,3.7,71.71,2.71,5,77.45,61.92,B+,Pass,Low
611,EEE20250611,Mitesh Bath,mitesh.bath41@college.edu,+91-8115231376,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,2,C,2025-2026,5.56,50.13,26.55,19.33,9.11,30.69,33.58,76,39,51.32,4.61,69.92,1.92,3,51.11,56.58,B,Pass,Medium
612,EEE20250612,Imaran Rana,imaran.rana81@college.edu,+91-9137781804,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,5,C,2025-2026,8.52,85.45,33.66,22.29,16.78,26.66,65.1,75,59,78.67,5.87,94.32,4.28,4,67.01,77.85,A,Pass,Low
613,EEE20240613,Ayaan Amble,ayaan.amble60@college.edu,+91-9686333429,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,4,A,2024-2025,9.15,94.22,40.0,25.0,13.53,44.42,69.13,85,81,95.29,6.0,89.95,3.34,1,93.88,91.24,O,Pass,Low
614,CE20240614,Harsh Mitra,harsh.mitra72@college.edu,+91-9738056872,Male,Civil Engineering,B.E. Civil Engineering,2,4,B,2024-2025,8.47,80.83,31.2,18.51,17.21,39.66,64.53,66,51,77.27,8.1,65.04,2.57,0,83.73,81.55,A+,Pass,Low
615,CSE20250615,Hitesh Devan,hitesh.devan71@college.edu,+91-8391242279,Male,Computer Science Engineering,B.E. Computer Science Engineering,3,6,A,2025-2026,7.92,79.41,30.69,21.14,17.86,38.11,42.02,84,75,89.29,7.57,61.24,2.89,0,65.13,71.39,A,Pass,Low
616,ME20240616,Lakshmi Mann,lakshmi.mann25@college.edu,+91-8419550393,Female,Mechanical Engineering,B.E. Mechanical Engineering,3,6,B,2024-2025,3.91,43.04,18.95,9.95,6.54,29.28,26.8,86,26,30.23,3.77,51.49,2.36,1,32.05,43.88,C,Pass,High
617,ME20240617,Nihal Dar,nihal.dar81@college.edu,+91-8978338959,Male,Mechanical Engineering,B.E. Mechanical Engineering,4,8,A,2024-2025,8.32,82.66,36.43,17.12,10.83,40.29,60.58,88,69,78.41,7.29,62.59,2.25,4,73.13,78.89,A,Pass,Low
618,IT20240618,Aarini Tank,aarini.tank39@college.edu,+91-9426410155,Female,Information Technology,B.E. Information Technology,4,8,C,2024-2025,7.4,75.63,26.7,16.85,15.91,36.5,48.06,83,57,68.67,3.45,72.97,2.33,3,59.09,68.73,B+,Pass,Low
619,EEE20250619,Upasna Gill,upasna.gill46@college.edu,+91-7284382838,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,1,C,2025-2026,7.0,71.48,29.63,19.36,14.84,42.75,55.73,64,40,62.5,7.38,74.72,1.9,2,70.47,77.36,A,Pass,Low
620,AIDS20240620,Eiravati Rai,eiravati.rai50@college.edu,+91-7804786298,Female,AI & Data Science,B.Tech. AI & Data Science,3,6,C,2024-2025,7.56,73.88,24.4,8.81,17.26,37.94,50.76,79,47,59.49,3.51,58.87,2.45,1,66.94,67.02,B+,Pass,Medium
621,CE20240621,Ishwar Tella,ishwar.tella12@college.edu,+91-9134832539,Male,Civil Engineering,B.E. Civil Engineering,3,6,C,2024-2025,10.0,97.1,36.96,21.27,16.53,48.93,59.36,88,72,81.82,7.02,98.86,3.38,1,98.57,87.42,A+,Pass,Low
622,ECE20250622,Peter Bora,peter.bora48@college.edu,+91-7160610438,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,3,5,C,2025-2026,7.86,81.96,31.75,23.53,19.95,47.67,73.81,84,78,92.86,7.42,100.0,3.13,1,88.23,93.54,O,Pass,Low
623,AIDS20240623,Rushil Basak,rushil.basak62@college.edu,+91-9248964968,Male,AI & Data Science,B.Tech. AI & Data Science,4,7,B,2024-2025,6.98,69.56,23.27,13.22,14.59,27.82,54.91,69,55,79.71,4.16,50.6,2.04,4,36.53,63.76,B+,Pass,Low
624,CSE20240624,Tejas Bahl,tejas.bahl92@college.edu,+91-9243454164,Male,Computer Science Engineering,B.E. Computer Science Engineering,1,1,A,2024-2025,8.0,79.57,32.51,20.25,13.71,40.36,47.53,63,50,79.37,8.47,75.78,1.1,0,64.14,73.57,A,Pass,Low
625,AIDS20240625,Victor Brahmbhatt,victor.brahmbhatt99@college.edu,+91-9830315936,Male,AI & Data Science,B.Tech. AI & Data Science,1,2,B,2024-2025,4.19,47.2,21.22,13.16,7.85,21.27,53.25,83,32,38.55,3.54,31.49,1.69,1,45.47,55.28,B,Pass,High
626,EEE20240626,Naksh Sanghvi,naksh.sanghvi36@college.edu,+91-9286107192,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,5,B,2024-2025,7.51,71.4,27.14,19.97,11.55,32.13,64.05,70,62,88.57,6.0,44.7,3.63,4,80.51,73.29,A,Pass,Low
627,ME20240627,Samaksh Sahni,samaksh.sahni2@college.edu,+91-9675528232,Male,Mechanical Engineering,B.E. Mechanical Engineering,1,2,A,2024-2025,8.82,88.0,40.0,23.5,18.31,45.29,56.24,77,72,93.51,6.36,100.0,3.53,3,79.26,87.45,A+,Pass,Low
628,CSE20240628,Mohini Contractor,mohini.contractor37@college.edu,+91-9465667475,Female,Computer Science Engineering,B.E. Computer Science Engineering,3,6,B,2024-2025,3.96,42.2,21.91,12.23,8.15,31.65,28.39,67,36,53.73,3.86,40.87,1.68,0,30.31,48.99,C,Pass,High
629,IT20240629,Samaksh Bail,samaksh.bail87@college.edu,+91-7216706931,Male,Information Technology,B.E. Information Technology,3,6,A,2024-2025,5.47,55.27,20.03,10.92,11.37,26.76,45.36,63,27,42.86,5.5,36.74,1.52,1,37.58,54.62,B,Pass,High
630,AIDS20250630,Omaja Garg,omaja.garg40@college.edu,+91-8427355471,Female,AI & Data Science,B.Tech. AI & Data Science,4,8,A,2025-2026,5.26,49.62,19.18,12.34,8.79,27.12,37.83,86,40,46.51,7.08,44.49,3.3,0,33.73,50.14,B,Pass,High
631,CE20240631,Victor Pathak,victor.pathak90@college.edu,+91-9011229698,Male,Civil Engineering,B.E. Civil Engineering,1,2,C,2024-2025,5.11,51.38,27.57,13.59,13.02,23.63,27.82,63,26,41.27,4.26,35.68,1.12,1,61.54,50.53,B,Pass,High
632,ME20240632,Chaitanya Sarkar,chaitanya.sarkar79@college.edu,+91-8108328175,Male,Mechanical Engineering,B.E. Mechanical Engineering,4,8,A,2024-2025,8.49,81.89,31.33,23.08,15.77,46.94,66.51,89,64,71.91,5.31,74.98,2.86,2,60.62,87.29,A+,Pass,Low
633,CSE20250633,Chatresh Kohli,chatresh.kohli61@college.edu,+91-7484846239,Male,Computer Science Engineering,B.E. Computer Science Engineering,3,6,B,2025-2026,7.19,66.23,28.92,20.52,10.57,42.21,39.06,71,45,63.38,4.39,73.24,2.7,2,53.71,67.28,B+,Pass,Low
634,CE20240634,Tejas Rattan,tejas.rattan52@college.edu,+91-7459481183,Male,Civil Engineering,B.E. Civil Engineering,2,4,B,2024-2025,7.88,79.49,28.08,17.53,17.4,27.04,44.87,70,50,71.43,4.55,86.61,2.87,3,90.98,64.21,B+,Pass,Low
635,AIDS20250635,Balveer Randhawa,balveer.randhawa32@college.edu,+91-9353423112,Male,AI & Data Science,B.Tech. AI & Data Science,3,6,B,2025-2026,7.87,79.24,27.45,20.22,12.27,26.96,42.33,65,32,49.23,5.43,80.8,3.16,5,84.23,61.19,B+,Pass,Medium
636,ECE20250636,Nilima Nori,nilima.nori56@college.edu,+91-9436153527,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,1,2,A,2025-2026,7.16,71.34,26.32,23.89,17.9,36.08,70.6,85,64,75.29,6.69,79.68,2.86,2,100.0,82.65,A+,Pass,Low
637,ME20240637,Janya Nath,janya.nath92@college.edu,+91-9466119912,Female,Mechanical Engineering,B.E. Mechanical Engineering,2,3,C,2024-2025,4.74,48.68,18.58,6.11,7.46,18.14,46.0,86,38,44.19,4.22,43.61,1.01,1,80.33,46.0,C,Pass,High
638,EEE20240638,Hamsini Bose,hamsini.bose23@college.edu,+91-8323003336,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,8,C,2024-2025,8.05,81.46,31.09,18.51,13.23,41.96,45.35,90,78,86.67,7.13,83.89,3.32,2,91.83,71.71,A,Pass,Low
639,EEE20250639,Yashodhara Comar,yashodhara.comar8@college.edu,+91-7388836304,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,2,B,2025-2026,7.28,76.2,37.29,14.4,14.71,41.73,61.34,66,49,74.24,6.25,83.46,3.32,4,73.97,81.25,A+,Pass,Low
640,EEE20240640,Gunbir Palla,gunbir.palla38@college.edu,+91-8674962768,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,1,C,2024-2025,7.35,77.37,24.31,19.91,11.73,32.3,45.43,79,61,77.22,7.24,78.13,2.62,3,60.23,63.34,B+,Pass,Low
641,CSE20250641,Pushti Divan,pushti.divan56@college.edu,+91-8478605304,Female,Computer Science Engineering,B.E. Computer Science Engineering,2,4,B,2025-2026,7.25,71.84,28.01,18.72,13.12,25.31,45.73,62,42,67.74,7.33,67.9,2.19,3,44.6,62.05,B+,Pass,Low
642,EEE20240642,Jacob Chauhan,jacob.chauhan71@college.edu,+91-7228180081,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,7,B,2024-2025,7.67,78.75,29.1,20.72,17.15,35.97,48.11,60,49,81.67,5.33,75.07,1.15,3,71.97,71.85,A,Pass,Low
643,CE20240643,Elijah Kunda,elijah.kunda90@college.edu,+91-9534734556,Male,Civil Engineering,B.E. Civil Engineering,3,5,B,2024-2025,6.57,64.21,28.97,20.85,9.96,31.11,40.69,72,54,75.0,4.84,80.15,2.07,3,70.79,62.35,B+,Pass,Low
644,ME20250644,Hardik Ghose,hardik.ghose85@college.edu,+91-7744790751,Male,Mechanical Engineering,B.E. Mechanical Engineering,4,8,B,2025-2026,6.38,67.0,18.18,14.85,14.9,30.06,58.98,75,53,70.67,3.49,75.56,4.11,1,66.72,65.03,B+,Pass,Low
645,EEE20240645,Faraj Borra,faraj.borra86@college.edu,+91-7539229515,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,8,B,2024-2025,8.03,78.67,32.67,22.52,20.0,40.62,56.65,64,64,100.0,4.67,66.53,3.0,0,63.57,82.09,A+,Pass,Low
646,ME20250646,Hema Tak,hema.tak18@college.edu,+91-7363626724,Female,Mechanical Engineering,B.E. Mechanical Engineering,1,1,C,2025-2026,4.88,51.79,25.04,5.91,9.22,16.44,35.14,64,25,39.06,4.49,41.94,1.69,2,56.51,44.11,C,Pass,High
647,ECE20240647,Vincent Sen,vincent.sen55@college.edu,+91-9371036817,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,4,8,C,2024-2025,4.52,49.84,17.09,8.92,7.45,20.33,27.91,86,27,31.4,3.6,30.55,0.47,1,27.27,39.03,F,Fail,High
648,IT20240648,Ojasvi Mutti,ojasvi.mutti94@college.edu,+91-8016833346,Female,Information Technology,B.E. Information Technology,2,3,B,2024-2025,8.01,72.33,36.41,25.0,20.0,41.1,75.0,82,81,98.78,6.96,92.47,4.93,3,70.58,93.76,O,Pass,Low
649,ECE20250649,Forum Sarraf,forum.sarraf15@college.edu,+91-9492235444,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,3,5,A,2025-2026,7.56,74.05,34.59,24.6,13.87,42.1,75.0,75,75,100.0,8.09,86.05,3.42,5,67.38,90.12,O,Pass,Low
650,AIDS20240650,Bahadurjit Singh,bahadurjit.singh79@college.edu,+91-7379874179,Male,AI & Data Science,B.Tech. AI & Data Science,2,4,B,2024-2025,5.46,55.07,20.43,12.81,13.96,25.11,40.32,67,35,52.24,3.15,49.16,1.96,1,38.58,53.69,B,Pass,High
651,ME20240651,Vaishnavi Mitter,vaishnavi.mitter69@college.edu,+91-7046314343,Female,Mechanical Engineering,B.E. Mechanical Engineering,1,2,C,2024-2025,4.03,41.55,15.6,10.31,4.73,18.14,42.82,75,22,29.33,2.01,43.45,2.15,1,10.0,43.34,C,Pass,High
652,ECE20250652,Laksh Bhalla,laksh.bhalla5@college.edu,+91-9985221988,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,3,6,B,2025-2026,8.02,75.91,27.56,20.01,12.79,29.37,55.66,89,75,84.27,5.4,63.86,2.1,3,78.52,68.83,B+,Pass,Low
653,IT20250653,Qushi Tripathi,qushi.tripathi74@college.edu,+91-7221705700,Female,Information Technology,B.E. Information Technology,3,5,C,2025-2026,8.24,81.37,34.23,24.19,19.19,34.52,52.55,81,64,79.01,6.87,84.04,2.56,5,69.7,78.17,A,Pass,Low
654,CE20240654,Balhaar Mukherjee,balhaar.mukherjee10@college.edu,+91-8193351499,Male,Civil Engineering,B.E. Civil Engineering,1,2,B,2024-2025,6.69,68.29,31.59,17.61,13.55,23.8,52.16,68,44,64.71,4.04,62.66,1.73,1,61.25,65.85,B+,Pass,Low
655,IT20240655,Vedhika Seth,vedhika.seth76@college.edu,+91-7649122505,Female,Information Technology,B.E. Information Technology,3,6,A,2024-2025,4.57,42.83,21.71,13.53,4.81,26.18,38.71,81,41,50.62,2.16,41.74,1.38,1,28.0,49.82,C,Pass,High
656,CE20240656,Anirudh Bhandari,anirudh.bhandari68@college.edu,+91-7142122736,Male,Civil Engineering,B.E. Civil Engineering,2,4,C,2024-2025,8.41,83.69,30.83,14.78,12.04,30.78,70.87,70,49,70.0,4.79,68.46,3.13,5,72.28,75.81,A,Pass,Low
657,CSE20250657,Qarin Mangat,qarin.mangat57@college.edu,+91-9738362362,Male,Computer Science Engineering,B.E. Computer Science Engineering,2,4,B,2025-2026,6.94,74.05,17.65,14.15,10.47,25.27,50.02,65,37,56.92,2.44,32.04,1.61,1,60.13,55.7,B,Pass,High
658,ME20250658,Brinda Chana,brinda.chana15@college.edu,+91-7225585432,Female,Mechanical Engineering,B.E. Mechanical Engineering,3,5,C,2025-2026,5.67,53.12,23.11,13.5,12.1,36.36,31.85,65,35,53.85,6.67,34.53,2.49,2,58.4,56.05,B,Pass,High
